from,to,value
Alabama,Alabama,0.44413207120347575
Alabama,Alaska,7298.154924094748
Alabama,Arizona,2740.7129703951236
Alabama,Arkansas,620.8840327881311
Alabama,California,3658.397236563194
Alabama,Colorado,2059.973389598489
Alabama,Connecticut,1561.1954707623051
Alabama,Delaware,1255.1165682321612
Alabama,Florida,567.7561148456782
Alabama,Georgia,350.1583012934536
Alabama,Hawaii,7864.750572121567
Alabama,Idaho,3079.697784507266
Alabama,Illinois,244.15039027245874
Alabama,Indiana,59.27097910286771
Alabama,Iowa,714.0282080268972
Alabama,Kansas,1105.1078032700511
Alabama,Kentucky,235.92617764545804
Alabama,Louisiana,564.67761177715
Alabama,Maine,1936.4230717419134
Alabama,Maryland,1111.0783936974815
Alabama,Massachusetts,1697.4814871905496
Alabama,Michigan,250.82783601504354
Alabama,Minnesota,790.739628728738
Alabama,Mississippi,321.1835153955665
Alabama,Missouri,611.4567507294914
Alabama,Montana,2632.056107244529
Alabama,Nebraska,1276.5792571300583
Alabama,Nevada,3366.2865634248733
Alabama,New Hampshire,1693.7230312577385
Alabama,New Jersey,1364.803637270005
Alabama,New Mexico,2164.2377858187474
Alabama,New York,1317.304051932147
Alabama,North Carolina,776.9086420414399
Alabama,North Dakota,1445.1958890660121
Alabama,Ohio,447.8357188998595
Alabama,Oklahoma,1127.6241678401502
Alabama,Oregon,3924.166906049239
Alabama,Pennsylvania,1065.7351110757263
Alabama,Rhode Island,1699.519885042954
Alabama,South Carolina,650.2637135112061
Alabama,South Dakota,1406.8011322064235
Alabama,Tennessee,10.997087193473503
Alabama,Texas,1198.2043859274086
Alabama,Utah,2788.676719812295
Alabama,Vermont,1566.1657756556126
Alabama,Virginia,958.9307896150599
Alabama,Washington,3859.6042172069415
Alabama,West Virginia,649.2130367528339
Alabama,Wisconsin,314.2663612911076
Alabama,Wyoming,2281.4749174424173
Alaska,Alabama,7298.154924094748
Alaska,Alaska,7.0317064788911985
Alaska,Arizona,4557.444419564358
Alaska,Arkansas,6677.271251856299
Alaska,California,3639.7617140542948
Alaska,Colorado,5238.183151700987
Alaska,Connecticut,8859.34900683857
Alaska,Delaware,8553.27028303282
Alaska,Florida,7865.910188183586
Alaska,Georgia,7648.31241702486
Alaska,Hawaii,566.6411937306882
Alaska,Idaho,4218.460112946373
Alaska,Illinois,7054.004843961518
Alaska,Indiana,7357.423919880591
Alaska,Iowa,6584.12713201615
Alaska,Kansas,6193.047822951238
Alaska,Kentucky,7534.080237513238
Alaska,Louisiana,6733.477643365281
Alaska,Maine,9234.576386590934
Alaska,Maryland,8409.232191124558
Alaska,Massachusetts,8995.634943046312
Alaska,Michigan,7548.981910149587
Alaska,Minnesota,6507.415761608233
Alaska,Mississippi,6976.971680879259
Alaska,Missouri,6686.698528731819
Alaska,Montana,4666.1011334087225
Alaska,Nebraska,6021.576512889933
Alaska,Nevada,3931.8718214591363
Alaska,New Hampshire,8991.876489328513
Alaska,New Jersey,8662.95728836575
Alaska,New Mexico,5133.918873220732
Alaska,New York,8615.457730678016
Alaska,North Carolina,8075.062620992898
Alaska,North Dakota,5852.9600311629
Alaska,Ohio,7745.989828106719
Alaska,Oklahoma,6170.53147672342
Alaska,Oregon,3373.992634899911
Alaska,Pennsylvania,8363.888934162906
Alaska,Rhode Island,8997.673339697352
Alaska,South Carolina,7948.4177528389655
Alaska,South Dakota,5891.354753073387
Alaska,Tennessee,7309.142755113758
Alaska,Texas,6099.951317207936
Alaska,Utah,4509.480737987285
Alaska,Vermont,8864.319308810524
Alaska,Virginia,8257.084672177636
Alaska,Washington,3438.55517275606
Alaska,West Virginia,7947.367076545804
Alaska,Wisconsin,6983.888836421444
Alaska,Wyoming,5016.681878832045
Arizona,Alabama,2740.7129703951236
Arizona,Alaska,4557.444419564358
Arizona,Arizona,2.8990741056806884
Arizona,Arkansas,2119.8292910627356
Arizona,California,917.6905034016313
Arizona,Colorado,680.7440630273867
Arizona,Connecticut,4301.907489402949
Arizona,Delaware,3995.828657558663
Arizona,Florida,3308.4683523285785
Arizona,Georgia,3090.8705279691185
Arizona,Hawaii,5124.039945205111
Arizona,Idaho,338.99888301882504
Arizona,Illinois,2496.5628665078566
Arizona,Indiana,2799.9819749112207
Arizona,Iowa,2026.6851894165459
Arizona,Kansas,1635.6060544690545
Arizona,Kentucky,2976.638324152074
Arizona,Louisiana,2176.035674742836
Arizona,Maine,4677.135010228194
Arizona,Maryland,3851.790517415527
Arizona,Massachusetts,4438.19347584064
Arizona,Michigan,2991.539999799833
Arizona,Minnesota,1949.9738395210475
Arizona,Mississippi,2419.529700765119
Arizona,Missouri,2129.2565664686103
Arizona,Montana,108.69384990821844
Arizona,Nebraska,1464.1348953653153
Arizona,Nevada,625.5819760209619
Arizona,New Hampshire,4434.43502072155
Arizona,New Jersey,4105.515700794318
Arizona,New Mexico,576.4807845159535
Arizona,New York,4058.016126574949
Arizona,North Carolina,3517.62084329011
Arizona,North Dakota,1295.5186337116527
Arizona,Ohio,3188.5479618998875
Arizona,Oklahoma,1613.089724748583
Arizona,Oregon,1183.4591373680955
Arizona,Pennsylvania,3806.4472456599924
Arizona,Rhode Island,4440.231873252041
Arizona,South Carolina,3390.9759391871344
Arizona,South Dakota,1333.9132977634363
Arizona,Tennessee,2751.7008029546514
Arizona,Texas,1542.509623118642
Arizona,Utah,48.05295974212735
Arizona,Vermont,4306.877793185223
Arizona,Virginia,3699.6429496301134
Arizona,Washington,1118.896655183479
Arizona,West Virginia,3389.925262604929
Arizona,Wisconsin,2426.4468564371296
Arizona,Wyoming,459.2455154213257
Arkansas,Alabama,620.8840327881311
Arkansas,Alaska,6677.271251856299
Arkansas,Arizona,2119.8292910627356
Arkansas,Arkansas,0.3285361310726361
Arkansas,California,3037.513558927945
Arkansas,Colorado,1439.0897101562662
Arkansas,Connecticut,2182.0791027211944
Arkansas,Delaware,1876.000188708559
Arkansas,Florida,1188.6396565735668
Arkansas,Georgia,971.0417451661958
Arkansas,Hawaii,7243.866900524877
Arkansas,Idaho,2458.814105758127
Arkansas,Illinois,376.7338266797092
Arkansas,Indiana,680.1530642835078
Arkansas,Iowa,93.1449797307345
Arkansas,Kansas,484.2241560524879
Arkansas,Kentucky,856.8094925087709
Arkansas,Louisiana,56.20719267590142
Arkansas,Maine,2557.3067124507556
Arkansas,Maryland,1731.9620063268396
Arkansas,Massachusetts,2318.3651228174563
Arkansas,Michigan,871.7111746428355
Arkansas,Minnesota,169.85615218933566
Arkansas,Mississippi,299.70064146288695
Arkansas,Missouri,9.432803218807514
Arkansas,Montana,2011.1724277600035
Arkansas,Nebraska,655.6955928178098
Arkansas,Nevada,2745.402885224024
Arkansas,New Hampshire,2314.6066667921373
Arkansas,New Jersey,1985.6872625126882
Arkansas,New Mexico,1543.3541061891829
Arkansas,New York,1938.1876752178316
Arkansas,North Carolina,1397.7922238173974
Arkansas,North Dakota,824.3122169945281
Arkansas,Ohio,1068.7192191621868
Arkansas,Oklahoma,506.74051746075656
Arkansas,Oregon,3303.2832289178214
Arkansas,Pennsylvania,1686.6187207495475
Arkansas,Rhode Island,2320.4035207198444
Arkansas,South Carolina,1271.1472743634408
Arkansas,South Dakota,785.9174614565119
Arkansas,Tennessee,631.8718703473409
Arkansas,Texas,577.3207277061299
Arkansas,Utah,2167.79304055415
Arkansas,Vermont,2187.0494077605977
Arkansas,Virginia,1579.8143911058144
Arkansas,Washington,3238.720539954556
Arkansas,West Virginia,1270.0965973943435
Arkansas,Wisconsin,306.61779826633875
Arkansas,Wyoming,1660.591237730527
California,Alabama,3658.397236563194
California,Alaska,3639.7617140542948
California,Arizona,917.6905034016313
California,Arkansas,3037.513558927945
California,California,3.9289097653942058
California,Colorado,1598.4264713384161
California,Connecticut,5219.591628928911
California,Delaware,4913.512824965143
California,Florida,4226.15257979376
California,Georgia,4008.554772267677
California,Hawaii,4206.357039256845
California,Idaho,578.7106330963363
California,Illinois,3414.2471413462877
California,Indiana,3717.666238005264
California,Iowa,2944.369449443518
California,Kansas,2553.290232226885
California,Kentucky,3894.322576456396
California,Louisiana,3093.719945900758
California,Maine,5594.819115659427
California,Maryland,4769.474697846537
California,Massachusetts,5355.877602948858
California,Michigan,3909.2242510998294
California,Minnesota,2867.6580904695957
California,Mississippi,3337.2139766218315
California,Missouri,3046.9408349561886
California,Montana,1026.3464708190643
California,Nebraska,2381.8189950540495
California,Nevada,292.1349534501373
California,New Hampshire,5352.119148171856
California,New Jersey,5023.199858226004
California,New Mexico,1494.162416354307
California,New York,4975.700288330277
California,North Carolina,4435.305053235458
California,North Dakota,2213.2026118101026
California,Ohio,4106.232198862429
California,Oklahoma,2530.7738942234378
California,Oregon,265.8008185138219
California,Pennsylvania,4724.131430164736
California,Rhode Island,5357.916000174741
California,South Carolina,4308.660159864834
California,South Dakota,2251.597308603915
California,Tennessee,3669.3850685767743
California,Texas,2460.193763031203
California,Utah,869.7272201958499
California,Vermont,5224.561932257959
California,Virginia,4617.32714366022
California,Washington,201.2474495679483
California,West Virginia,4307.609483370176
California,Wisconsin,3344.1311322435663
California,Wyoming,1376.9257296105532
Colorado,Alabama,2059.973389598489
Colorado,Alaska,5238.183151700987
Colorado,Arizona,680.7440630273867
Colorado,Arkansas,1439.0897101562662
Colorado,California,1598.4264713384161
Colorado,Colorado,2.0951363256599516
Colorado,Connecticut,3621.1680337625203
Colorado,Delaware,3315.0891773933454
Colorado,Florida,2627.728814438763
Colorado,Georgia,2410.130972215286
Colorado,Hawaii,5804.778748483638
Colorado,Idaho,1019.7278034743604
Colorado,Illinois,1815.8232747884454
Colorado,Indiana,2119.2423978060588
Colorado,Iowa,1345.945621358625
Colorado,Kansas,954.8666518745099
Colorado,Kentucky,2295.898759521898
Colorado,Louisiana,1495.296088673064
Colorado,Maine,3996.395583112924
Colorado,Maryland,3171.0510253618186
Colorado,Massachusetts,3757.4540307620873
Colorado,Michigan,2310.8004362990127
Colorado,Minnesota,1269.2342871445646
Colorado,Mississippi,1738.7901076753062
Colorado,Missouri,1448.5169845741714
Colorado,Montana,572.0878126203397
Colorado,Nebraska,783.3956920974604
Colorado,Nevada,1306.316107970629
Colorado,New Hampshire,3753.695575354794
Colorado,New Jersey,3424.776229540425
Colorado,New Mexico,104.28670258157344
Colorado,New York,3377.276651478028
Colorado,North Carolina,2836.881323080044
Colorado,North Dakota,614.7798224680805
Colorado,Ohio,2507.8084140518285
Colorado,Oklahoma,932.3503414214007
Colorado,Oregon,1864.1959422662949
Colorado,Pennsylvania,3125.707749825186
Colorado,Rhode Island,3759.4924283297237
Colorado,South Carolina,2710.2364082453155
Colorado,South Dakota,653.174370673879
Colorado,Tennessee,2070.9612228190003
Colorado,Texas,861.7703122011276
Colorado,Utah,728.7076000250464
Colorado,Vermont,3626.138337933977
Colorado,Virginia,3018.9034448289517
Colorado,Washington,1799.6332963673478
Colorado,West Virginia,2709.185731574322
Colorado,Wisconsin,1745.707263416165
Colorado,Wyoming,221.5126950511174
Connecticut,Alabama,1561.1954707623051
Connecticut,Alaska,8859.34900683857
Connecticut,Arizona,4301.907489402949
Connecticut,Arkansas,2182.0791027211944
Connecticut,California,5219.591628928911
Connecticut,Colorado,3621.1680337625203
Connecticut,Connecticut,2.352145380805377
Connecticut,Delaware,306.0865506069271
Connecticut,Florida,993.4408308556123
Connecticut,Georgia,1211.038247237629
Connecticut,Hawaii,9425.944617120778
Connecticut,Idaho,4640.892252274907
Connecticut,Illinois,1805.3454880605161
Connecticut,Indiana,1501.926502950584
Connecticut,Iowa,2275.2232446906573
Connecticut,Kansas,2666.302701647446
Connecticut,Kentucky,1325.2703078508625
Connecticut,Louisiana,2125.872700676931
Connecticut,Maine,375.236375594764
Connecticut,Maryland,450.1218401188639
Connecticut,Massachusetts,136.30771287965106
Connecticut,Michigan,1310.3686487122036
Connecticut,Minnesota,2351.9346374102724
Connecticut,Mississippi,1882.378645647588
Connecticut,Missouri,2172.6518239257225
Connecticut,Montana,4193.2506440407715
Connecticut,Nebraska,2837.774100901578
Connecticut,Nevada,4927.480992183724
Connecticut,New Hampshire,132.5498323948279
Connecticut,New Jersey,196.40452508028196
Connecticut,New Mexico,3725.4324084624163
Connecticut,New York,243.90136892335227
Connecticut,North Carolina,784.2890040731314
Connecticut,North Dakota,3006.3906833213036
Connecticut,Ohio,1113.360970751681
Connecticut,Oklahoma,2688.8190588000725
Connecticut,Oregon,5485.361267802942
Connecticut,Pennsylvania,495.4645630901504
Connecticut,Rhode Island,138.34581171488514
Connecticut,South Carolina,910.9334641746085
Connecticut,South Dakota,2967.995937382286
Connecticut,Tennessee,1550.2076444984236
Connecticut,Texas,2759.3992541191014
Connecticut,Utah,4349.87123119181
Connecticut,Vermont,5.5000382072982354
Connecticut,Virginia,602.2679023989656
Connecticut,Washington,5420.798586198372
Connecticut,West Virginia,911.9841376567455
Connecticut,Wisconsin,1875.4614903586628
Connecticut,Wyoming,3842.6695170102057
Delaware,Alabama,1255.1165682321612
Delaware,Alaska,8553.27028303282
Delaware,Arizona,3995.828657558663
Delaware,Arkansas,1876.000188708559
Delaware,California,4913.512824965143
Delaware,Colorado,3315.0891773933454
Delaware,Connecticut,306.0865506069271
Delaware,Delaware,1.9856376364876975
Delaware,Florida,687.3622092714324
Delaware,Georgia,904.9594377972072
Delaware,Hawaii,9119.865904180944
Delaware,Idaho,4334.813431349788
Delaware,Illinois,1499.2665710138228
Delaware,Indiana,1195.8476079484933
Delaware,Iowa,1969.1443335029319
Delaware,Kansas,2360.2238055843372
Delaware,Kentucky,1019.191451898692
Delaware,Louisiana,1819.7937852219734
Delaware,Maine,681.3106109150254
Delaware,Maryland,144.05067174903283
Delaware,Massachusetts,442.37058577219995
Delaware,Michigan,1004.2897976241583
Delaware,Minnesota,2045.8557288623408
Delaware,Mississippi,1576.2997275660064
Delaware,Missouri,1866.5729096557411
Delaware,Montana,3887.1718085231582
Delaware,Nebraska,2531.695212142306
Delaware,Nevada,4621.402179902379
Delaware,New Hampshire,438.6121679551566
Delaware,New Jersey,109.7062414605411
Delaware,New Mexico,3419.353556088099
Delaware,New York,62.22037503848541
Delaware,North Carolina,478.210892910992
Delaware,North Dakota,2700.311801784094
Delaware,Ohio,807.282223842951
Delaware,Oklahoma,2382.740163687293
Delaware,Oregon,5179.282471022095
Delaware,Pennsylvania,189.39068083272932
Delaware,Rhode Island,444.4089632224337
Delaware,South Carolina,604.8549810616723
Delaware,South Dakota,2661.9170542045154
Delaware,Tennessee,1244.1287432075299
Delaware,Texas,2453.3203620060785
Delaware,Utah,4043.792400941429
Delaware,Vermont,311.0567527105656
Delaware,Virginia,296.19125745371906
Delaware,Washington,5114.719787703973
Delaware,West Virginia,605.905652397567
Delaware,Wisconsin,1569.3825723226817
Delaware,Wyoming,3536.5906690233633
Florida,Alabama,567.7561148456782
Florida,Alaska,7865.910188183586
Florida,Arizona,3308.4683523285785
Florida,Arkansas,1188.6396565735668
Florida,California,4226.15257979376
Florida,Colorado,2627.728814438763
Florida,Connecticut,993.4408308556123
Florida,Delaware,687.3622092714324
Florida,Florida,1.1471793586522903
Florida,Georgia,217.60023785432426
Florida,Hawaii,8432.505827791025
Florida,Idaho,3647.453150258758
Florida,Illinois,811.9060275560709
Florida,Indiana,508.4872111588497
Florida,Iowa,1281.783811875184
Florida,Kansas,1672.8633341707111
Florida,Kentucky,331.8314563648857
Florida,Louisiana,1132.4332474873588
Florida,Maine,1368.6682607564985
Florida,Maryland,543.324278996642
Florida,Massachusetts,1129.726771823576
Florida,Michigan,316.9298664649983
Florida,Minnesota,1358.4952166333574
Florida,Mississippi,888.9391789785738
Florida,Missouri,1179.212376535106
Florida,Montana,3199.811494973596
Florida,Nebraska,1844.3347626478972
Florida,Nevada,3934.041917341358
Florida,New Hampshire,1125.9683177233799
Florida,New Jersey,797.0491523802355
Florida,New Mexico,2731.993202911595
Florida,New York,749.5496169714456
Florida,North Carolina,209.15642565326962
Florida,North Dakota,2012.951372922657
Florida,Ohio,119.92522226336672
Florida,Oklahoma,1695.379695193896
Florida,Oregon,4491.922240544482
Florida,Pennsylvania,497.98110308069187
Florida,Rhode Island,1131.7651686872239
Florida,South Carolina,82.51630162620503
Florida,South Dakota,1974.5566207368593
Florida,Tennessee,556.7682987017715
Florida,Texas,1765.9599025918922
Florida,Utah,3356.4320992890794
Florida,Vermont,998.4111326291596
Florida,Virginia,391.17713257762426
Florida,Washington,4427.359553747196
Florida,West Virginia,81.46572747813454
Florida,Wisconsin,882.0220239522818
Florida,Wyoming,2849.230326405704
Georgia,Alabama,350.1583012934536
Georgia,Alaska,7648.31241702486
Georgia,Arizona,3090.8705279691185
Georgia,Arkansas,971.0417451661958
Georgia,California,4008.554772267677
Georgia,Colorado,2410.130972215286
Georgia,Connecticut,1211.038247237629
Georgia,Delaware,904.9594377972072
Georgia,Florida,217.60023785432426
Georgia,Georgia,0.8785021965093872
Georgia,Hawaii,8214.90806064543
Georgia,Idaho,3429.8553328572566
Georgia,Illinois,594.3081103393577
Georgia,Indiana,290.8894869242151
Georgia,Iowa,1064.1859061235455
Georgia,Kansas,1455.2654518717782
Georgia,Kentucky,114.23509427704803
Georgia,Louisiana,914.8353328923022
Georgia,Maine,1586.2657841939367
Georgia,Maryland,760.9213341328317
Georgia,Massachusetts,1347.3242361833393
Georgia,Michigan,99.33391786559119
Georgia,Minnesota,1140.8973156622576
Georgia,Mississippi,671.3412576627011
Georgia,Missouri,961.6144645766759
Georgia,Montana,2982.2136681508723
Georgia,Nebraska,1626.7368893593368
Georgia,Nevada,3716.4441051021035
Georgia,New Hampshire,1343.5657809317083
Georgia,New Jersey,1014.6464667945276
Georgia,New Mexico,2514.395363848854
Georgia,New York,967.1468976416594
Georgia,North Carolina,426.751942191593
Georgia,North Dakota,1795.3535076266407
Georgia,Ohio,97.68197279074009
Georgia,Oklahoma,1477.7818141300233
Georgia,Oregon,4274.324436907367
Georgia,Pennsylvania,715.5780799759672
Georgia,Rhode Island,1349.3626336679336
Georgia,South Carolina,300.1073708213348
Georgia,South Dakota,1756.958753693574
Georgia,Tennessee,339.1704979541489
Georgia,Texas,1548.362025297814
Georgia,Utah,3138.8342759783714
Georgia,Vermont,1216.0085510172385
Georgia,Virginia,608.7738430688678
Georgia,Washington,4209.761749196755
Georgia,West Virginia,299.05669833744815
Georgia,Wisconsin,664.424102799818
Georgia,Wyoming,2631.632490690856
Hawaii,Alabama,7864.750572121567
Hawaii,Alaska,566.6411937306882
Hawaii,Arizona,5124.039945205111
Hawaii,Arkansas,7243.866900524877
Hawaii,California,4206.357039256845
Hawaii,Colorado,5804.778748483638
Hawaii,Connecticut,9425.944617120778
Hawaii,Delaware,9119.865904180944
Hawaii,Florida,8432.505827791025
Hawaii,Georgia,8214.90806064543
Hawaii,Hawaii,7.330267967479271
Hawaii,Idaho,4785.055583019606
Hawaii,Illinois,7620.600493421773
Hawaii,Indiana,7924.019567349248
Hawaii,Iowa,7150.722779863973
Hawaii,Kansas,6759.643464228852
Hawaii,Kentucky,8100.675882858877
Hawaii,Louisiana,7300.073292403123
Hawaii,Maine,9801.171981402553
Hawaii,Maryland,8975.827816834197
Hawaii,Massachusetts,9562.23054798281
Hawaii,Michigan,8115.577555285561
Hawaii,Minnesota,7074.011408576976
Hawaii,Mississippi,7543.567330487754
Hawaii,Missouri,7253.294177468837
Hawaii,Montana,5232.6966735699725
Hawaii,Nebraska,6588.172149491502
Hawaii,Nevada,4498.467229339203
Hawaii,New Hampshire,9558.472094416613
Hawaii,New Jersey,9229.552905802148
Hawaii,New Mexico,5700.514461807054
Hawaii,New York,9182.053349746879
Hawaii,North Carolina,8641.658255885895
Hawaii,North Dakota,6419.555661936902
Hawaii,Ohio,8312.585470041446
Hawaii,Oklahoma,6737.127117454418
Hawaii,Oregon,3940.587862207555
Hawaii,Pennsylvania,8930.484561234296
Hawaii,Rhode Island,9564.268944551533
Hawaii,South Carolina,8515.013390684559
Hawaii,South Dakota,6457.950385288313
Hawaii,Tennessee,7875.738403043104
Hawaii,Texas,6666.546956095496
Hawaii,Utah,5076.076256753245
Hawaii,Vermont,9430.914918903249
Hawaii,Virginia,8823.680302314386
Hawaii,Washington,4005.1504262086683
Hawaii,West Virginia,8513.962714414642
Hawaii,Wisconsin,7550.4844860228495
Hawaii,Wyoming,5583.277457175216
Idaho,Alabama,3079.697784507266
Idaho,Alaska,4218.460112946373
Idaho,Arizona,338.99888301882504
Idaho,Arkansas,2458.814105758127
Idaho,California,578.7106330963363
Idaho,Colorado,1019.7278034743604
Idaho,Connecticut,4640.892252274907
Idaho,Delaware,4334.813431349788
Idaho,Florida,3647.453150258758
Idaho,Georgia,3429.8553328572566
Idaho,Hawaii,4785.055583019606
Idaho,Idaho,3.287640716299328
Idaho,Illinois,2835.5476843669007
Idaho,Indiana,3138.9667877106417
Idaho,Iowa,2365.6700005141506
Idaho,Kansas,1974.590826281263
Idaho,Kentucky,3315.6231323887114
Idaho,Louisiana,2515.0204909353665
Idaho,Maine,5016.119759950864
Idaho,Maryland,4190.775296364509
Idaho,Massachusetts,4777.178233898809
Idaho,Michigan,3330.524807614821
Idaho,Minnesota,2288.9586464060258
Idaho,Mississippi,2758.5145190713565
Idaho,Missouri,2468.2413814477354
Idaho,Montana,447.6518733293405
Idaho,Nebraska,1803.1196283078161
Idaho,Nevada,286.6094883129975
Idaho,New Hampshire,4773.4197789119435
Idaho,New Jersey,4444.500470660484
Idaho,New Mexico,915.46401310871
Idaho,New York,4397.000898139813
Idaho,North Carolina,3856.6056340786386
Idaho,North Dakota,1634.5033040015596
Idaho,Ohio,3527.5327637429455
Idaho,Oklahoma,1952.0744924978958
Idaho,Oregon,844.477353837665
Idaho,Pennsylvania,4145.432026230214
Idaho,Rhode Island,4779.216631238513
Idaho,South Carolina,3729.960734339375
Idaho,South Dakota,1672.8979851440045
Idaho,Tennessee,3090.6856168331697
Idaho,Texas,1881.4943762428582
Idaho,Utah,291.037762410571
Idaho,Vermont,4645.862555880968
Idaho,Virginia,4038.6277340067973
Idaho,Washington,779.9151971604916
Idaho,West Virginia,3728.910057792908
Idaho,Wisconsin,2765.431674721196
Idaho,Wyoming,798.227751301121
Illinois,Alabama,244.15039027245874
Illinois,Alaska,7054.004843961518
Illinois,Arizona,2496.5628665078566
Illinois,Arkansas,376.7338266797092
Illinois,California,3414.2471413462877
Illinois,Colorado,1815.8232747884454
Illinois,Connecticut,1805.3454880605161
Illinois,Delaware,1499.2665710138228
Illinois,Florida,811.9060275560709
Illinois,Georgia,594.3081103393577
Illinois,Hawaii,7620.600493421773
Illinois,Idaho,2835.5476843669007
Illinois,Illinois,0.14039242633248625
Illinois,Indiana,303.419421479038
Illinois,Iowa,469.8780175226027
Illinois,Kansas,860.957652405855
Illinois,Kentucky,480.0758541763478
Illinois,Louisiana,320.52739440350047
Illinois,Maine,2180.573100619615
Illinois,Maryland,1355.2283868852132
Illinois,Massachusetts,1941.6315092782022
Illinois,Michigan,494.97753677456717
Illinois,Minnesota,546.5894487369692
Illinois,Mississippi,77.03326261756344
Illinois,Missouri,367.30654283649716
Illinois,Montana,2387.9060019691974
Illinois,Nebraska,1032.4291164782312
Illinois,Nevada,3122.1364659120327
Illinois,New Hampshire,1937.8730532235284
Illinois,New Jersey,1608.9536459994333
Illinois,New Mexico,1920.0876730982484
Illinois,New York,1561.4540582072802
Illinois,North Carolina,1021.0585991836648
Illinois,North Dakota,1201.0457562121535
Illinois,Ohio,691.9855871098281
Illinois,Oklahoma,883.4740184827996
Illinois,Oregon,3680.016812658071
Illinois,Pennsylvania,1309.885100705258
Illinois,Rhode Island,1943.6699071964763
Illinois,South Carolina,894.4136472033789
Illinois,South Dakota,1162.6509977327246
